"Account","Account Name","Location","Department","Class","Period 1 Amount","Period 2 Amount","Period 3 Amount","Period 4 Amount","Period 5 Amount","Period 6 Amount","Period 7 Amount","Period 8 Amount","Period 9 Amount","Period 10 Amount","Period 11 Amount","Period 12 Amount","Year","Subsidiary","Category"
"73120","Operating Costs : Professional & Consultancy : Legal & Professional : Legal Fees","Central","Legal : Legal","Global Legal","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","FY 2019","Secret Escapes Limited","Board Plan"
"73210","Operating Costs : Professional & Consultancy : Legal & Professional : Accounting & Bookkeeping Fees","Central","Finance : Finance","Global Finance","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","-15416.67","FY 2019","Secret Escapes Limited","Board Plan"
"76110","Operating Costs : Others : Insurance : Insurance","Central","Finance : Finance","Global Finance","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","FY 2019","Secret Escapes Limited","Board Plan"
"76110","Operating Costs : Others : Insurance : Insurance","Central","Finance : Finance","Global Finance","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","FY 2019","Secret Escapes Limited","Board Plan"
"76110","Operating Costs : Others : Insurance : Insurance","Central","Finance : Finance","Global Finance","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","FY 2019","Secret Escapes Limited","Board Plan"
"73710","Operating Costs : Professional & Consultancy : P&C - Staff Related : Contractor Staff","Central","Tech : Tech","Global Technology","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","-13333.33","FY 2019","Secret Escapes Limited","Board Plan"
"72110","Operating Costs : Travel & Entertainment : Travel : Travel","Central","Finance : Finance","Global Finance","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","FY 2019","Secret Escapes Limited","Board Plan"
"72120","Operating Costs : Travel & Entertainment : Travel : Accomodation","Central","Finance : Finance","Global Finance","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","FY 2019","Secret Escapes Limited","Board Plan"
"72520","Operating Costs : Travel & Entertainment : Entertainment : Team Entertainment","Central","Finance : Finance","Global Finance","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","-333.33","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","Finance : Finance","Global Finance","-15750","-15750","-15750","-15750","-15750","-15750","-15750","-15750","-15750","-15750","-15750","-15750","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","Finance : Finance","Global Finance","-2750","-2750","-2750","-2750","-2750","-2750","-2750","-2750","-2750","-2750","-2750","-2750","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","Finance : Finance","Global Finance","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","-1250","FY 2019","Secret Escapes Limited","Board Plan"
"76999","Operating Costs : Others : Others - Miscellaneous : Uncategorised Expense","Central","Finance : Finance","Global Finance","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","-18750","FY 2019","Secret Escapes Limited","Board Plan"
"73710","Operating Costs : Professional & Consultancy : P&C - Staff Related : Contractor Staff","Central","Finance : Finance","Global Finance","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","FY 2019","Secret Escapes Limited","Board Plan"
"76210","Operating Costs : Others : Others - Staff Related : Staff Professional Subscription","Central","Finance : Finance","Global Finance","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","-208.33","FY 2019","Secret Escapes Limited","Board Plan"
"73800","Operating Costs : Professional & Consultancy : P&C - Staff Related : Recruitment Agency","Central","HR : Recruitment","Global HR","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","-12083.33","FY 2019","Secret Escapes Limited","Board Plan"
"73220","Operating Costs : Professional & Consultancy : Legal & Professional : Payroll & Pension Fees","Central","HR : HR","Global HR","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","-9583.33","FY 2019","Secret Escapes Limited","Board Plan"
"72110","Operating Costs : Travel & Entertainment : Travel : Travel","Central","FP&A : FP&A","Global FP&A","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","FY 2019","Secret Escapes Limited","Board Plan"
"72130","Operating Costs : Travel & Entertainment : Travel : Subsistence","Central","FP&A : FP&A","Global FP&A","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","FY 2019","Secret Escapes Limited","Board Plan"
"72520","Operating Costs : Travel & Entertainment : Entertainment : Team Entertainment","Central","FP&A : FP&A","Global FP&A","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","FP&A : FP&A","Global FP&A","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","FY 2019","Secret Escapes Limited","Board Plan"
"76999","Operating Costs : Others : Others - Miscellaneous : Uncategorised Expense","Central","FP&A : FP&A","Global FP&A","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","-8333.33","FY 2019","Secret Escapes Limited","Board Plan"
"76210","Operating Costs : Others : Others - Staff Related : Staff Professional Subscription","Central","FP&A : FP&A","Global FP&A","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","-58.33","FY 2019","Secret Escapes Limited","Board Plan"
"76220","Operating Costs : Others : Others - Staff Related : Staff Training","Central","HR : HR","Global HR","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","-20833.33","FY 2019","Secret Escapes Limited","Board Plan"
"73130","Operating Costs : Professional & Consultancy : Legal & Professional : Professional Fees","Central","Operations : Operations","Global Operations","-9000","-9000","-9000","-9000","-9000","-9000","-9000","-9000","-9000","-9000","-9000","-9000","FY 2019","Secret Escapes Limited","Board Plan"
"73130","Operating Costs : Professional & Consultancy : Legal & Professional : Professional Fees","Central","Finance : Finance","Global Finance","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","-6666.67","FY 2019","Secret Escapes Limited","Board Plan"
"76290","Operating Costs : Others : Others - Staff Related : Recruitment - Other Expenses","Central","HR : Recruitment","Global HR","-16500","-16500","-16500","-16500","-16500","-16500","-16500","-16500","-16500","-16500","-16500","-16500","FY 2019","Secret Escapes Limited","Board Plan"
"76110","Operating Costs : Others : Insurance : Insurance","Central","HR : HR","Global HR","-3750","-3750","-3750","-3750","-3750","-3750","-3750","-3750","-3750","-3750","-3750","-3750","FY 2019","Secret Escapes Limited","Board Plan"
"76250","Operating Costs : Others : Others - Staff Related : Staff Wellbeing","Central","HR : HR","Global HR","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","FY 2019","Secret Escapes Limited","Board Plan"
"76250","Operating Costs : Others : Others - Staff Related : Staff Wellbeing","Central","HR : HR","Global HR","-2050","-2050","-2050","-2050","-2050","-2050","-2050","-2050","-2050","-2050","-2050","-2050","FY 2019","Secret Escapes Limited","Board Plan"
"76250","Operating Costs : Others : Others - Staff Related : Staff Wellbeing","DE","HR : HR","Global HR","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","-1891.67","FY 2019","Secret Escapes Limited","Board Plan"
"72110","Operating Costs : Travel & Entertainment : Travel : Travel","Central","HR : HR","Global HR","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","FY 2019","Secret Escapes Limited","Board Plan"
"72120","Operating Costs : Travel & Entertainment : Travel : Accomodation","Central","HR : HR","Global HR","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","FY 2019","Secret Escapes Limited","Board Plan"
"72520","Operating Costs : Travel & Entertainment : Entertainment : Team Entertainment","Central","HR : HR","Global HR","-7000","-7000","-7000","-7000","-7000","-7000","-7000","-7000","-7000","-7000","-7000","-7000","FY 2019","Secret Escapes Limited","Board Plan"
"73130","Operating Costs : Professional & Consultancy : Legal & Professional : Professional Fees","Central","FP&A : FP&A","Global FP&A","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","-6583.33","FY 2019","Secret Escapes Limited","Board Plan"
"73500","Operating Costs : Professional & Consultancy : Other Outsourced Services : Marketing Research & Consultancy","Central","Marketing : ","Global Marketing","-4750","-4750","-4750","-4750","-4750","-4750","-4750","-4750","-4750","-4750","-4750","-4750","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","HR : HR","Global HR","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","HR : Recruitment","Global HR","-6500","-6500","-6500","-6500","-6500","-6500","-6500","-6500","-6500","-6500","-6500","-6500","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","HR : Office Management","Global HR","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","-12500","FY 2019","Secret Escapes Limited","Board Plan"
"75110","Operating Costs : Facilities & Office Expenses : Building Expenses : Rent - Office","Central","HR : Office Management","Global HR","-103000","-103000","-103000","-103000","-103000","-103000","-103000","-103000","-103000","-103000","-103000","-103000","FY 2019","Secret Escapes Limited","Board Plan"
"75110","Operating Costs : Facilities & Office Expenses : Building Expenses : Rent - Office","Central","HR : Office Management","Global HR","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","FY 2019","Secret Escapes Limited","Board Plan"
"75120","Operating Costs : Facilities & Office Expenses : Building Expenses : Service Charge","Central","HR : Office Management","Global HR","-27500","-27500","-27500","-27500","-27500","-27500","-27500","-27500","-27500","-27500","-27500","-27500","FY 2019","Secret Escapes Limited","Board Plan"
"75130","Operating Costs : Facilities & Office Expenses : Building Expenses : Business Rates","Central","HR : Office Management","Global HR","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","-54166.67","FY 2019","Secret Escapes Limited","Board Plan"
"75200","Operating Costs : Facilities & Office Expenses : Building Expenses : Utilities","Central","HR : Office Management","Global HR","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","-5500","FY 2019","Secret Escapes Limited","Board Plan"
"75210","Operating Costs : Facilities & Office Expenses : Building Expenses : Office Cleaning","Central","HR : Office Management","Global HR","-6750","-6750","-6750","-6750","-6750","-6750","-6750","-6750","-6750","-6750","-6750","-6750","FY 2019","Secret Escapes Limited","Board Plan"
"75300","Operating Costs : Facilities & Office Expenses : Building Expenses : Repairs and Renewals","Central","HR : Office Management","Global HR","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","-2083.33","FY 2019","Secret Escapes Limited","Board Plan"
"75510","Operating Costs : Facilities & Office Expenses : Office Admin Expenses : Printing, Postage & Carriage","Central","HR : Office Management","Global HR","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","-166.67","FY 2019","Secret Escapes Limited","Board Plan"
"75520","Operating Costs : Facilities & Office Expenses : Office Admin Expenses : Stationery & Low Cost Equipment","Central","HR : Office Management","Global HR","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","FY 2019","Secret Escapes Limited","Board Plan"
"75600","Operating Costs : Facilities & Office Expenses : Office Admin Expenses : Office Telephone & Internet","Central","HR : Office Management","Global HR","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","-4583.33","FY 2019","Secret Escapes Limited","Board Plan"
"75700","Operating Costs : Facilities & Office Expenses : Office Admin Expenses : Office IT Support","Central","HR : Office Management","Global HR","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","-5416.67","FY 2019","Secret Escapes Limited","Board Plan"
"75800","Operating Costs : Facilities & Office Expenses : Office Admin Expenses : Office Food & Drink","Central","HR : Office Management","Global HR","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","-8750","FY 2019","Secret Escapes Limited","Board Plan"
"75900","Operating Costs : Facilities & Office Expenses : Office Admin Expenses : Staff Clothing","Central","HR : Office Management","Global HR","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","FY 2019","Secret Escapes Limited","Board Plan"
"76210","Operating Costs : Others : Others - Staff Related : Staff Professional Subscription","Central","HR : HR","Global HR","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","FY 2019","Secret Escapes Limited","Board Plan"
"76240","Operating Costs : Others : Others - Staff Related : Staff Relocation","Central","HR : HR","Global HR","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","FY 2019","Secret Escapes Limited","Board Plan"
"73130","Operating Costs : Professional & Consultancy : Legal & Professional : Professional Fees","Central","FP&A : FP&A","Global FP&A","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","-4166.67","FY 2019","Secret Escapes Limited","Board Plan"
"76930","Operating Costs : Others : Others - Miscellaneous : Books & Magazine","Central","HR : HR","Global HR","-50","-50","-50","-50","-50","-50","-50","-50","-50","-50","-50","-50","FY 2019","Secret Escapes Limited","Board Plan"
"76920","Operating Costs : Others : Others - Miscellaneous : Branding & Merchandise","Central","HR : HR","Global HR","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","FY 2019","Secret Escapes Limited","Board Plan"
"75140","Operating Costs : Facilities & Office Expenses : Building Expenses : Premises Insurance","Central","HR : Office Management","Global HR","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","-11833.33","FY 2019","Secret Escapes Limited","Board Plan"
"76990","Operating Costs : Others : Others - Miscellaneous : Other Miscellaneous Expenses","Central","HR : HR","Global HR","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","-41.67","FY 2019","Secret Escapes Limited","Board Plan"
"73130","Operating Costs : Professional & Consultancy : Legal & Professional : Professional Fees","Central","Exec : CoFounder","COO","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","FY 2019","Secret Escapes Limited","Board Plan"
"72520","Operating Costs : Travel & Entertainment : Entertainment : Team Entertainment","Central","Legal : Legal","Global Legal","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","FY 2019","Secret Escapes Limited","Board Plan"
"73710","Operating Costs : Professional & Consultancy : P&C - Staff Related : Contractor Staff","Central","Marketing : ","Global Marketing","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","FY 2019","Secret Escapes Limited","Board Plan"
"73500","Operating Costs : Professional & Consultancy : Other Outsourced Services : Marketing Research & Consultancy","UK","Marketing : ","Global Marketing","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","FY 2019","Secret Escapes Limited","Board Plan"
"73500","Operating Costs : Professional & Consultancy : Other Outsourced Services : Marketing Research & Consultancy","DE","Marketing : ","Global Marketing","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","-3333.33","FY 2019","Secret Escapes Limited","Board Plan"
"73130","Operating Costs : Professional & Consultancy : Legal & Professional : Professional Fees","Central","Product : Product","Global Product Development","-2000","-2000","-2000","-2000","-2000","-2000","-2000","-2000","-2000","-2000","-2000","-2000","FY 2019","Secret Escapes Limited","Board Plan"
"72110","Operating Costs : Travel & Entertainment : Travel : Travel","Central","Marketing : ","Global Marketing","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","-1166.67","FY 2019","Secret Escapes Limited","Board Plan"
"72120","Operating Costs : Travel & Entertainment : Travel : Accomodation","Central","Marketing : ","Global Marketing","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","-833.33","FY 2019","Secret Escapes Limited","Board Plan"
"72520","Operating Costs : Travel & Entertainment : Entertainment : Team Entertainment","Central","Marketing : ","Global Marketing","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","-500","FY 2019","Secret Escapes Limited","Board Plan"
"74120","Operating Costs : Systems & Software : Software, Server, Database : Software Licence & Subscription","Central","Marketing : ","Global Marketing","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","-41.33","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","-4000","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","-2500","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-30","-30","-30","-30","-30","-30","-30","-30","-30","-30","-30","-30","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","-20.83","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","-54.17","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-81","-81","-81","-81","-81","-81","-81","-81","-81","-81","-81","-81","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-190","-190","-190","-190","-190","-190","-190","-190","-190","-190","-190","-190","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-11500","-11500","-11500","-11500","-11500","-11500","-11500","-11500","-11500","-11500","-11500","-11500","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : CRM","Global Marketing","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","-1000","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-700","-700","-700","-700","-700","-700","-700","-700","-700","-700","-700","-700","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","-65.83","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","-3437.5","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-300","-300","-300","-300","-300","-300","-300","-300","-300","-300","-300","-300","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-1996","-1996","-1996","-1996","-1996","-1996","-1996","-1996","-1996","-1996","-1996","-1996","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","UK","Marketing : ","Global Marketing","-1050","-1050","-1050","-1050","-1050","-1050","-1050","-1050","-1050","-1050","-1050","-1050","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","DE","Marketing : ","Global Marketing","-2100","-2100","-2100","-2100","-2100","-2100","-2100","-2100","-2100","-2100","-2100","-2100","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","DE","Marketing : ","Global Marketing","-280","-280","-280","-280","-280","-280","-280","-280","-280","-280","-280","-280","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","NL","Marketing : ","Global Marketing","-70","-70","-70","-70","-70","-70","-70","-70","-70","-70","-70","-70","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","SE","Marketing : ","Global Marketing","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","-93.33","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","IT","Marketing : ","Global Marketing","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","-326.67","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","FR","Marketing : ","Global Marketing","-140","-140","-140","-140","-140","-140","-140","-140","-140","-140","-140","-140","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","-116.67","FY 2019","Secret Escapes Limited","Board Plan"
"74520","Operating Costs : Systems & Software : Social Media & Marketing : Marketing Tools (OPEX)","Central","Marketing : ","Global Marketing","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","-19.75","FY 2019","Secret Escapes Limited","Board Plan"
"72110","Operating Costs : Travel & Entertainment : Travel : Travel","Central","Operations : Operations","Global Operations","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","-416.67","FY 2019","Secret Escapes Limited","Board Plan"
"72120","Operating Costs : Travel & Entertainment : Travel : Accomodation","Central","Operations : Operations","Global Operations","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","-250","FY 2019","Secret Escapes Limited","Board Plan"
"72520","Operating Costs : Travel & Entertainment : Entertainment : Team Entertainment","Central","Operations : Operations","Global Operations","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","-83.33","FY 2019","Secret Escapes Limited","Board Plan"
"73200","Operating Costs : Professional & Consultancy : Legal & Professional : Audit & Tax Fees","Central","Finance : Finance","Global Finance","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","-1666.67","FY 2019","Secret Escapes Limited","Board Plan"
"73600","Operating Costs : Professional & Consultancy : Other Outsourced Services : Sub-Contractors & Consultants","UK","Operations : Operations","Global Operations","-20770","-20770","-20770","-20770","-20770","-20770","-20770","-20770","-20770","-20770","-20770","-20770","FY 2019","Secret Escapes Limited","Board Plan"
